A2IGB9QTU7LK4V,B000001ON6,1.0,1350172800
A9X21P1XL6C3E,B000001ON6,4.0,1319846400
A2HZ3DQUNH8TR1,B000001ON6,5.0,1386892800
A1AF1HMW8FZL0H,B000001ON6,3.0,1366243200
A38B0951S1QTII,B000001ON6,1.0,1308268800
A37OD7AIUMV3EO,B000001ON6,5.0,1271376000
AVCK7HQQUXFAV,B000001ON6,4.0,1332201600
A22ERD4GL3P7TK,B000001ON6,4.0,1313625600
A2VH2MXEKNHLXQ,B000001ON6,5.0,1372896000
A2D1FIIA2040QD,B000001ON6,1.0,1391472000
A3U4AIFD3JJZSH,B000001ON6,5.0,1386720000
A3UXTKPNYLO4VI,B000001ON6,2.0,1365033600
A9G8CIQHKB6LE,B000001ON6,4.0,1315094400
A3BCI56EIDCEU,B000001ON6,5.0,1337644800
AWZI6GYNMLV3Q,B000001ON6,5.0,1382227200
A3PAJ1KIMSH7FS,B000001ON6,5.0,1342656000
ASL48MLGEONCD,B000001ON6,4.0,1356566400
A240MCV0HMI7VP,B000001ON6,1.0,1282348800
A2OG4609S1CCIO,B000001ON6,5.0,1359331200
AGT5J6HAA7Q0S,B000001ON6,4.0,1369526400
A1OSS4IA361CVB,B000001ON6,5.0,1385942400
A2J4CVBNDXFQBX,B000001ON6,5.0,1397174400
A3J3FS4TOYJR3K,B000001ON6,1.0,1306713600
A323H7CL7G313K,B000001ON6,5.0,1365033600
A48A4I1KUEFUB,B000001ON6,5.0,1301270400
A380W12QEPG2BO,B000001ON6,5.0,1362009600
A1GW0JYWGEPXI1,B000001ON6,5.0,1385683200
ATYDR87DEATVQ,B000001ON6,2.0,1401062400
A1GSJ4TMAE2MYC,B000001ON6,5.0,1370649600
A35SXNALXC54WU,B000001ON6,3.0,1356739200
AW4CPB1TWNNCQ,B000001ON6,2.0,1360281600
A3LBFWWQGQYV48,B000001ON6,5.0,1384992000
A28L3R2QFPHB8M,B000001ON6,5.0,1359590400
A2IF8WYTCG4XLL,B000001ON6,5.0,1276992000
APB1VAE7P1CAV,B000001ON6,3.0,1376438400
A1TPPJIWRE8LG6,B000001ON6,1.0,1361664000
A2L4MJ5NFM1I8V,B000001ON6,1.0,1312675200
A1F18K8S6MFJA7,B000001ON6,3.0,1373932800
A17HAJVGKMJWQO,B000001ON6,2.0,1387929600
A1TL6HFUH3A0X9,B000001ON6,5.0,1356048000
AF8E361CRRM4C,B000001ON6,4.0,1356480000
A34ZKAYOKYLR7E,B000001ON6,5.0,1352678400
A1XHMJALS2TR2B,B000001ON6,1.0,1277251200
A3PGAICBV5O6QR,B000001ON6,1.0,1388793600
A1EGEU2T7ZQQL8,B000001ON6,5.0,1375142400
AEACLRBW3OIUH,B000001ON6,4.0,1353110400
A24SMZY2KSPYD0,B000001ON6,4.0,1270857600
AYJAC6R8YAFPO,B000001ON6,3.0,1357171200
AIYJVTMU58D9H,B000001ON6,4.0,1372723200
AKFZ375XV7HHJ,B000001ON6,4.0,1369094400
A13RPQY3JOGTCP,B000001ON6,2.0,1319760000
A176509J0LQHR1,B000001ON6,1.0,1284163200
AJNVX5R3TRQKN,B00000392N,5.0,964483200
AYTGG6XTVUG7G,B00000392N,4.0,971481600
A1Q00VIAQPW82J,B00000392N,5.0,976147200
A38U2M9OAEJAXJ,B00000392N,5.0,1024272000
A1QKJNY7ZMWOI6,B00000392T,5.0,1280793600
A3MEPV9UCU7TP3,B000003TFT,4.0,1038873600
A38U1P0DD470O7,B000003TFT,3.0,1036713600
A1G84JVGCWCUEJ,B000006OQ8,4.0,1351555200
ANAT31H82PKPR,B000006OQ8,5.0,1379721600
A23F1L8Z8DE5UN,B000006OQ8,5.0,1212796800
A2OKLYBFUKQNU4,B000006OQ8,5.0,1291939200
A378RFIJ6U88DI,B000006OQ8,5.0,1364515200
ANZR0FYG8X9ZD,B000006OQ8,5.0,1361318400
A1R87GD4CLPKTK,B000006OQ8,5.0,1225584000
A1N3EH28S4DI8L,B000006OQ8,4.0,1384905600
A3I9WLNF7HB4JW,B000006OQ8,4.0,1350086400
A3541CY4KV2K3Y,B000006OQ8,4.0,1374969600
A2KJSVYNM1SV91,B00000DM93,4.0,1003536000
A100IGCRWUYAZW,B00000DM93,5.0,928627200
A3T0Z9C47EZONE,B00000DM93,3.0,965174400
A2LG0LV5RI86F0,B00000DM93,5.0,925603200
ATS2BXGAI456T,B00000DM93,5.0,971049600
A1L4M85HE6R85R,B00000DM96,5.0,1361750400
A2J77Z6F12U2M2,B00000DM96,1.0,949708800
AFHLJPG5ZIMNO,B00000DM96,5.0,913939200
A3H78NCT3DJMY2,B00000DM9D,5.0,935625600
A2ZUNCI13N2OUL,B00000DM9D,4.0,912729600
A2LSCZVCMLS9QC,B00000DM9D,4.0,934848000
A3PYZZ3FA5KTIZ,B00000DM9D,3.0,942364800
A14IL4PJ2CA96F,B00000DM9D,5.0,962928000
A3BQKL1GKB6HTM,B00000DM9D,5.0,949363200
AY2NE9ZEZ5LCE,B00000DM9D,5.0,914630400
A28AXJL31RXUON,B00000DM9M,4.0,912988800
AY8Q1X7G96HV5,B00000DM9M,5.0,961891200
AO3D4LUISDQFC,B00000DM9M,3.0,991526400
A229IY1MKD2K2I,B00000DM9M,1.0,943574400
A2QMP20UJ9LIMO,B00000DM9M,1.0,965606400
A15C7PFILHQNNO,B00000DM9M,4.0,982195200
A1I3ETYWWMUWWC,B00000DM9M,5.0,970531200
AEJAGHLC675A7,B00000DM9M,5.0,983750400
A2CLD5FSSXMYBT,B00000DM9M,1.0,985046400
A1F0JF1OA9DO77,B00000DM9M,3.0,963964800
A1UMDKIEBSXP5Z,B00000DM9M,2.0,966384000
AJUCZE4FYD4VH,B00000DM9M,5.0,945216000
A1USN2GJ1LDS5,B00000DM9M,4.0,946598400
A1JBRL6CD1SPOJ,B00000DM9M,3.0,955584000
ART447A1XKL0X,B00000DM9M,4.0,960768000
A20PWYIE1K48EX,B00000DM9R,4.0,1113868800
A18RFGSCJ1RNM2,B00000DM9R,5.0,1274313600
A2U6CG9FP7AU81,B00000DM9R,2.0,1399075200
A2Y73J8CSA6F0B,B00000DM9R,4.0,1030233600
AUCF61BNJ5ZX7,B00000DM9R,4.0,1276041600
A1E4NJ338NJY33,B00000DM9R,4.0,1065571200
A2JFOHC9W629IE,B00000DM9R,4.0,971827200
A1TVSESPRKGSAL,B00000DM9R,5.0,1207785600
A7ZRS13S24VTN,B00000DM9R,5.0,1262822400
A1C2GEDBG86BCS,B00000DM9R,1.0,1356480000
A17KFB6IZAXIHG,B00000DM9W,5.0,1145664000
A2I7E2G30B7MAB,B00000DM9W,5.0,1230076800
A2NVZCQ81MFU2V,B00000DM9W,5.0,1162080000
A10OPRS7XUUZBH,B00000DM9W,5.0,1276041600
A20AOQWXYDFAU7,B00000DM9W,5.0,1174521600
A3LPZJX2B037OK,B00000DM9W,5.0,1238716800
A1Z64RLLQYQ959,B00000DM9W,5.0,1190678400
A1BASGSNHU20MM,B00000DM9W,5.0,1175299200
A1PHNXJQYNX7BH,B00000DM9W,5.0,1217462400
AUYXVI79B0L6Q,B00000DM9W,4.0,1168300800
ABDT2FA2TPU66,B00000DM9W,5.0,1214006400
ARWRBORADGA3G,B00000DM9W,5.0,1198886400
A28N74O5G95H7J,B00000DM9W,4.0,1065657600
ADFHG8TZ0K8K6,B00000DM9W,5.0,1316822400
A3F0YZJR2DRWN8,B00000DM9W,5.0,1179100800
A28APV34FE28DC,B00000DM9W,5.0,1233014400
A1TAZ51FKPWKD9,B00000DM9W,5.0,1122508800
ABMDWWMB836FD,B00000DM9W,5.0,1213747200
A2RV8QOL53IZIW,B00000DM9W,5.0,1172448000
A3RF3FVQO180V3,B00000DM9W,5.0,1176249600
A3RFAMCC6XGC2T,B00000DM9W,5.0,1195171200
A3JGRFF4U1WCIA,B00000DM9W,5.0,1168300800
AI11GN4BW4VJO,B00000DM9W,5.0,1198281600
A1T1YSCDW0PD25,B00000DM9W,5.0,1123113600
ALZQKKKZ6VT0H,B00000DM9W,3.0,1215907200
A1MHQQPDF0MAJ,B00000DM9W,5.0,1217548800
A1H4JQ1P60SG2,B00000DM9W,4.0,1193443200
A3KM3V6ZCQIF7K,B00000DM9W,4.0,1191974400
A3J6C8KO9SUQ8V,B00000DM9W,5.0,1167868800
AOVMTR7PA8XB9,B00000DM9W,5.0,1154217600
AKI2Y9IT0EMRR,B00000DM9W,5.0,1164153600
AS24KM4533HGN,B00000DM9W,4.0,1168300800
AOPE42H34R0EC,B00000DM9W,5.0,1193616000
A279EKJSI42ZFK,B00000DM9W,5.0,1194652800
A2W7OL9IDDFX9T,B00000DM9W,5.0,1222214400
A2A039TZMZHH9Y,B00000DM9W,4.0,1266105600
A3AXOZK86K456W,B00000DM9W,5.0,1187740800
A13N4U3EUHYDZP,B00000DM9W,4.0,1332115200
A2M1CBIAAJ4N1R,B00000DM9W,4.0,1127952000
A2Y23OZSZPO2D1,B00000DM9W,3.0,1213920000
A3S6VHUA1UCG1N,B00000DM9W,5.0,1167782400
A2IOMV16QO0DHN,B00000DM9W,5.0,1169683200
ADYP3SNU7I70U,B00000DM9W,4.0,1201737600
A2S745B3PZGJNK,B00000DM9W,5.0,1163030400
A31G1PJSXDWPQL,B00000DM9W,4.0,1200268800
A4XLANZWCDP6V,B00000DM9W,5.0,1189468800
A3PLKDPC3CRR91,B00000DM9W,2.0,1049932800
A3SHT705N99XKT,B00000DM9W,4.0,1184889600
A1TPQ9SBREYA11,B00000DM9W,5.0,1186876800
A15Y2UABUTS1NB,B00000DM9W,3.0,1198540800
A7SAYI0ZIPD4O,B00000DM9W,5.0,1197590400
AYPJFSW0XSCJ8,B00000DM9W,5.0,1181779200
A3KVMKVRRYJAIS,B00000DM9W,5.0,1173657600
ALI3OXFRHTDLR,B00000DM9W,5.0,1200614400
A1J07V3G9MK6KM,B00000DM9W,5.0,1242086400
ADWW8FT6PO6AT,B00000DM9W,5.0,1203465600
AOO7FYPP7F1BX,B00000DM9W,4.0,1138665600
A2ETQJJZZQBF39,B00000DM9W,5.0,1349049600
A2C4N3KROL6WA2,B00000DM9W,5.0,1195603200
A1ZIIS7YI4AODB,B00000DM9W,4.0,1168300800
ACUADWQYHPQGH,B00000DM9W,5.0,1198800000
ADGRNF1PESW4Y,B00000DM9W,5.0,1211673600
A3BT3RPH9Q8X8N,B00000DM9W,5.0,1187136000
A3JVD6IJPRCXT1,B00000DM9W,4.0,1055721600
A27TVQU16JJNOV,B00000DM9W,5.0,1168473600
A3HXHTWNUCTJC9,B00000DM9W,5.0,1169596800
A35G6TTHLFK6IL,B00000DM9W,4.0,1206316800
ATTXHB1QLSYC3,B00000DM9W,5.0,1221436800
A1CX7BDE4ZTXR6,B00000DM9W,5.0,1171497600
ABRM6O1KRSJ8I,B00000DM9W,5.0,1168473600
A24P7R8VS2LGZ,B00000DM9W,5.0,1175558400
A194XYQR0NNEQ6,B00000DM9W,5.0,1169251200
A2YKYJU2PD0IOX,B00000DM9W,5.0,1167782400
A2RKGYDZAKT6IL,B00000DM9W,5.0,1200268800
A2RLBH0Z4MY8AP,B00000DM9W,5.0,1165968000
A213361TGU7YTN,B00000DM9W,5.0,1196121600
A73PQJMMONMNA,B00000DM9W,5.0,1199836800
A1PD5KCYPR3Y66,B00000DM9W,5.0,1227312000
A24ZX6NY8RLN6F,B00000DM9W,5.0,1173312000
A1D34MLD7S5IDS,B00000DM9W,5.0,1206403200
APUK9GI33ZJUE,B00000DM9W,5.0,1193443200
A2DYA1HXLC9PFA,B00000DM9W,5.0,1174176000
A2TWRLPWAM0XQR,B00000DM9W,5.0,1212105600
A3J1TK3HSL7YUD,B00000DM9W,5.0,1142208000
A1N189P2PPHKEM,B00000DM9W,4.0,1169510400
AC63G8TNC9UMO,B00000DM9W,5.0,1141862400
A334X69Y2AJHJ6,B00000DM9W,5.0,1065657600
APNI0D19W2VQR,B00000DM9W,5.0,1198800000
A108LYH0NZ9919,B00000DM9W,5.0,1328745600
A15BNLPGP5O4EJ,B00000DM9W,5.0,1178496000
A369A0GJ2UZD07,B00000DM9W,4.0,1203811200
A10SP51UAEYPUM,B00000DM9W,5.0,1209254400
A25SDTIJI2EFPG,B00000DM9W,5.0,1201219200
A31GDOJYWCWT3W,B00000DM9W,5.0,1195948800
A1RTLFO5LFNEGK,B00000DM9W,5.0,1188086400
A1MYAU24SA1ZH4,B00000DM9W,5.0,1183420800
A3H11WTZOAZYPU,B00000DM9W,5.0,1162512000
A2U993IQWJP4NE,B00000DM9W,5.0,1214352000
A19HV384G2J91E,B00000DM9W,5.0,1179619200
A3140I2FX9ZFAZ,B00000DM9W,4.0,1182816000
A3VALUU8Z2OXED,B00000DM9W,5.0,1168905600
A20KRZK9FHTF2Q,B00000DM9W,5.0,1168473600
A2183499CPCTIA,B00000DM9W,5.0,1111708800
A3DN92GCN11NF8,B00000DM9W,5.0,1180742400
AX8PH5B4FKJ49,B00000DM9W,4.0,1192665600
AV7AI8Y5OR4RJ,B00000DM9W,5.0,1206921600
A3SLUJOV6PEWXH,B00000DM9W,5.0,1072137600
A3TGD1UTG4V072,B00000DM9W,5.0,1086652800
A2T001N0QCRMZ1,B00000DM9W,5.0,1284336000
A3MONNT26RQY71,B00000DM9W,5.0,1171843200
A2B4DHYEYT6RO5,B00000DM9W,5.0,1391644800
A5S3T3BYBNMYO,B00000DM9W,5.0,1184025600
A22EZOFB7X82HX,B00000DM9W,5.0,1178496000
A34Q67LBSP9ZQE,B00000DM9W,4.0,1195603200
A1A26FE8UG0GTU,B00000DM9W,5.0,1168473600
A2Z6L60I67F4JZ,B00000DM9W,5.0,1183420800
A2S0RT350ZD80M,B00000DM9W,5.0,1207094400
A5WAZ7PEUDTBX,B00000DM9W,4.0,1162684800
A34PCI1O21E8WS,B00000DM9W,5.0,1187740800
A3PKRP1HW0N7BK,B00000DM9W,5.0,1214352000
A31NKH2OAZ2YQ1,B00000DM9W,5.0,1202428800
A3NQXLQ7KQOOVI,B00000DM9W,5.0,1168905600
A3E0C69XJ8Q6M1,B00000DM9W,5.0,1184630400
ACH9ZP6DSDA34,B00000DM9W,1.0,1097020800
A3HSOVPO4E48JD,B00000DM9W,5.0,1053648000
A1TQI2FKUI2B3T,B00000DM9W,5.0,1170115200
AEBQGX28KUFN2,B00000DM9W,5.0,1100822400
A1AMPS3QOBGN42,B00000DM9W,4.0,1236211200
ABVYGB2TKBO8F,B00000DM9W,5.0,1105315200
ADXQ3P1A1PWFT,B00000DM9W,4.0,1231286400
A1WF8JOK2WC2UE,B00000DM9W,5.0,1209772800
A1GIMMNRJM94RX,B00000DM9W,5.0,1151884800
A2GFLQQ77N5007,B00000DM9W,4.0,1189900800
AC0RMV74UAJRQ,B00000DM9W,1.0,1087776000
A21XGBXOP7147I,B00000DM9W,4.0,1247702400
AFWM7M5R8R24,B00000DM9W,5.0,1185494400
A24DVA0H85XHUX,B00000DM9W,5.0,1199664000
AHZ0H8TMG4PRX,B00000DM9W,5.0,1174780800
AAJVQWIYCDLPP,B00000DM9W,4.0,1200614400
A95JV9YGTCNTZ,B00000DM9W,4.0,1238371200
A2FZ7G8Z51QSXR,B00000DM9W,5.0,1197072000
A2FCBGRNCIUERW,B00000DM9W,5.0,1107388800
A2SKUS5ULRZ8ZA,B00000DM9W,5.0,1202947200
A6B965AY8W00B,B00000DM9W,5.0,1162771200
A1HGNXYGIQUCXM,B00000DM9W,5.0,1173398400
A2WBT0TCU7YHW8,B00000DM9W,5.0,1174089600
A14IWQUCJKNTER,B00000DM9W,5.0,1383955200
A28CRL5C0NEZD7,B00000DM9W,1.0,1169683200
A1TWCWS6G1AGGI,B00000DM9W,5.0,1199664000
AQPIILREUKLZM,B00000DM9W,5.0,1168819200
A1IO774U6T2TWW,B00000DM9W,5.0,1366070400
A1CD7A5YWZKW18,B00000DM9W,5.0,1180742400
AIE5ROZQ3BPV1,B00000DM9W,5.0,1104883200
A239ICGWDJSRW8,B00000DM9W,5.0,1181174400
A29WUI1ZC4FVDG,B00000DM9W,5.0,1372291200
A11SBK4I0ZK9EN,B00000DM9W,5.0,1122854400
A225KT8J1LD54K,B00000DM9W,5.0,1186876800
A257GFB4MEE56X,B00000DM9W,5.0,1194912000
A2DFARAH4MCY4D,B00000DM9W,5.0,1216080000
A33U3MWSKYV7WO,B00000DM9W,5.0,1166313600
A2TPVGJI1N6AW9,B00000DM9W,5.0,1212192000
A1TQ10XAOGCPMX,B00000DM9W,5.0,1160524800
A3N1D8SX2OK4UI,B00000DM9W,5.0,1162684800
AZX0ZDVAFMN78,B00000DM9W,5.0,1209600000
A2EPAYUAQ8P78W,B00000DM9W,4.0,1138579200
A2RKG8ELCHJJS8,B00000DM9W,5.0,1152230400
A1N3IS6ZQE7Y8L,B00000DM9W,5.0,1163030400
A16FK39DKYY5GZ,B00000DM9W,4.0,1168387200
A3N8ABT8BGBWZ8,B00000DM9W,4.0,1205107200
A2HAD44FVBSNNF,B00000DM9W,5.0,1175385600
A100LLXMXDZHJZ,B00000DM9W,4.0,1163462400
AIJS6A85P5CL5,B00000DM9W,5.0,1204070400
A2KF31S0C8JEKI,B00000DM9W,5.0,1140998400
AUVPP8HA4FCWI,B00000DM9W,5.0,1203033600
A1EA08F54PPH4O,B00000DM9W,4.0,1167782400
A1T77HFEIYI8C7,B00000DM9W,5.0,1225584000
A2V29REFPECLAD,B00000DM9W,5.0,1305331200
A1WFDJHDWDVGW8,B00000DM9W,4.0,1167955200
A2NYCTR10V9216,B00000DM9W,5.0,1196035200
A1PNAPYMF2KV55,B00000DM9W,5.0,1043107200
A1ACU792BJ1NZ0,B00000DM9W,5.0,1192406400
A2T8BSIIGDZYJS,B00000DM9W,5.0,1197331200
A2X4VW1R4MZ20S,B00000DM9W,5.0,1179100800
A30BNQVY1YOIG6,B00000DM9W,5.0,1399680000
A2LUTAJAFQ0ZZ6,B00000DM9W,5.0,1185408000
A2XVMVR2JC292H,B00000DM9W,5.0,1172275200
A1IKDLALLG7JE,B00000DM9W,5.0,1182816000
A3FR6XA935PSSN,B00000DM9W,5.0,1189987200
A3RTU043L10CAY,B00000DM9W,5.0,1209600000
A3IL06LV8IQ774,B00000DM9W,5.0,1163030400
A3GBVG97D9447G,B00000DM9W,5.0,1215043200
A1B1WJM6RLJ92P,B00000DM9W,1.0,1217635200
A11ED8O95W2103,B00000DM9W,5.0,1167696000
A2UD04EUYRC7MM,B00000DM9W,3.0,1252195200
A3HH4N88ZQXCTE,B00000DM9W,5.0,1154044800
A2D7S1JRO6HXOM,B00000DM9W,5.0,1142726400
ACQU6RI72P2MV,B00000DM9W,5.0,1164326400
A2J1QY0DCK8XQQ,B00000DM9W,5.0,1173312000
AEQB3FSGAGC3T,B00000DM9W,5.0,1162684800
A3PUCTX6HOE1QM,B00000DM9W,5.0,1188950400
A33CBDIW3K6DJ6,B00000DM9W,5.0,1176249600
A1WELWC8G8SJ4M,B00000DM9W,5.0,1070582400
A1BQN95IAGAZGJ,B00000DM9W,4.0,1206144000
A1JFXOFDRZ9CFQ,B00000DM9W,5.0,1202947200
ACB499ZP5KZPZ,B00000DM9W,5.0,1226707200
A3K01TMQNC8EVV,B00000DM9W,5.0,1066608000
A3M4S1BHD5PDIB,B00000DM9W,5.0,1179014400
A3S2NVMOULPN69,B00000DM9W,5.0,1173398400
A23NGQQH037H0L,B00000DM9W,5.0,1134086400
A3JUAIWL571I2R,B00000DM9W,4.0,1176595200
A3O8CRGTE401IJ,B00000DM9W,5.0,1220572800
A5TQA00BUBKZU,B00000DM9W,5.0,1180051200
A1I7I3T8DHIOOQ,B00000DM9W,5.0,1213574400
A1OLDPR4635KKJ,B00000DM9W,5.0,1175817600
A2NA3GSQ4VUG1Z,B00000DM9W,5.0,1203897600
A2XAHEQG61OQN1,B00000DM9W,5.0,1204502400
A1FMTHQVKKLKAB,B00000DM9W,5.0,1197849600
A2N6QZ8YA8N1XN,B00000DM9W,5.0,1123286400
A2BDU55PWTKP5Y,B00000DM9W,5.0,1171324800
A15U38QN3U4Z4E,B00000DM9W,4.0,1202428800
A2XRHTRQB43VY3,B00000DM9W,5.0,1181952000
A2S081Y72FI34Z,B00000DM9W,4.0,1200528000
A1E1U5XW1FLRGS,B00000DM9W,2.0,1087689600
A1WDZM15EY2Y7,B00000DM9W,4.0,1187136000
A3PWTC814LX5VA,B00000DM9W,5.0,1333929600
A1MCULX70R8873,B00000DM9W,5.0,1185926400
A3NCIN6TNL0MGA,B00000DM9W,5.0,1166918400
ABX6N1YITKABQ,B00000DM9W,5.0,1198800000
A3ECHQTSM1BA1,B00000DM9W,5.0,1176422400
A8TMTZFS8K4IB,B00000DM9W,5.0,1165708800
A3CR3M0W2NVPNL,B00000DM9W,5.0,1229731200
AZGZXR9ZHOPWT,B00000DM9W,3.0,1211155200
A3DHBC3NMAXD0P,B00000DM9W,5.0,1168473600
A1ANCSRHVY890K,B00000DM9W,4.0,1192752000
A29X4BWP761RDP,B00000DM9W,5.0,1174780800
A391VPL5TV92XP,B00000DM9W,5.0,1132963200
A13B4KEXELOHGE,B00000DM9W,5.0,1161216000
A1SI3WKXOV9OPY,B00000DM9W,5.0,1216944000
AE19SM16ZYLEE,B00000DM9W,4.0,1215648000
AF4KCCXSOLC7M,B00000DM9W,5.0,1169164800
A2IZ5VA9ETX1K7,B00000DM9W,5.0,1173398400
A20CJJU5IKA6T2,B00000DM9W,5.0,1167955200
AA1XATO52BW5H,B00000DM9W,5.0,1071014400
AIDIL9AO2EGRR,B00000DM9W,5.0,1210809600
AHSBR2WTM4P1G,B00000DM9W,4.0,1155081600
A31PK8GRU941BY,B00000DM9W,5.0,1352937600
A2OOK1OEHIZFMM,B00000DM9W,5.0,1228435200
AUFPSAUMZX5HC,B00000DM9W,5.0,1179100800
A3B9H6AUB1IRN2,B00000DM9W,1.0,1144454400
A1JK7I2C98VF1U,B00000DM9W,3.0,1199059200
A2VAO1GTAH3V0U,B00000DM9W,5.0,1187740800
A31BAKJEW5NNW,B00000DM9W,5.0,1198627200
A1TJCKB57MDXHO,B00000DM9W,2.0,1171843200
A1YACUJ8HCN0QZ,B00000DM9W,4.0,1165449600
A2PXO42GVOVZGM,B00000DM9W,5.0,1168819200
A21T0Z2W49JZGS,B00000DM9W,5.0,1206230400
AWCLT634JDBQY,B00000DM9W,5.0,1219968000
A2JHMP2RWNWIVI,B00000DM9W,3.0,1204934400
A10N9KVV3DIUWD,B00000DM9W,3.0,1162598400
AT4DDC1ZW4ZIJ,B00000DM9W,1.0,1208995200
A1F0493LB71ZG,B00000DM9W,5.0,1193270400
ALYX4LDWJLIRQ,B00000DM9W,3.0,1204675200
AC6VDPEMHAV3F,B00000DM9W,5.0,1175558400
A2W55K7B58H3V4,B00000DM9W,5.0,1196121600
A24NIAOF2UGFYH,B00000DM9W,4.0,1220832000
AWIV40DBM3SA3,B00000DM9W,5.0,1221955200
A2UN390U3YBZJE,B00000DM9W,5.0,1128297600
A282RKH2779O2R,B00000DM9W,5.0,1213315200
AJTUH5H3VZ31V,B00000DM9W,5.0,1171238400
A2F1I2W0VXUH9G,B00000DM9W,5.0,1162598400
A12Q2PV6TZ6XX9,B00000DM9W,4.0,1184371200
A2D8O25SE9T6BG,B00000DM9W,5.0,1178755200
AD4XKDR0MD7JO,B00000DM9W,2.0,1314316800
A1DLFC5GG1RQFL,B00000DM9W,5.0,1199750400
A21UD8A89984GP,B00000DM9W,4.0,1181779200
A3IS1SJA5IQZHK,B00000DM9W,4.0,1232668800
ARQ4R6RQFQM12,B00000DM9W,1.0,1222560000
ABZCHWS51XXH2,B00000DM9W,5.0,1168473600
A1IPNOCZKI3GIF,B00000DM9W,4.0,1169078400
A2OBRZDW3U3KJD,B00000DM9W,1.0,1198713600
A3ARJW4QTGLTVO,B00000DM9W,5.0,1040083200
A30VJALZMOTNW3,B00000DM9W,5.0,1210204800
ARBAJ8IKIBRGI,B00000DM9W,5.0,1156896000
A1PR1YYLOR47UQ,B00000DM9W,5.0,1200096000
AL9W9U3JCNS0H,B00000DM9W,4.0,1191196800
ALIMSOTBD6WMK,B00000DM9W,5.0,1187136000
A3MHOFE4HDHIGL,B00000DM9W,4.0,1196640000
A3A9X6JBL6I96,B00000DM9W,5.0,1152835200
A2BIAGQHAWVW1C,B00000DM9W,5.0,1206576000
A2EGM995VPX4M6,B00000DM9W,5.0,1128384000
A1GI10W19I11ZZ,B00000DM9W,4.0,1200614400
ASJ3P4J7CL0SO,B00000DM9W,4.0,1098835200
A27WOJ6K428QIP,B00000DM9W,4.0,1168300800
ASHJAZC9OA9NS,B00000DM9W,5.0,1181952000
ASVU79KGH3UMN,B00000DM9W,5.0,1199145600
A1B9A8U2G2KVHE,B00000DM9W,5.0,1220486400
A2TA14NKWYWH2Y,B00000DM9W,5.0,1269648000
A2SOGGC3XTX2Y1,B00000DM9W,5.0,1168905600
AQG6E53QTTV41,B00000DM9W,3.0,1119398400
A3VKHRHE72E6DX,B00000DM9W,3.0,1200182400
ACEOY44FS7OW1,B00000DM9W,5.0,1217721600
AC7ITOGZK5UZE,B00000DM9W,3.0,1197244800
APFUPC3VKD9D8,B00000DM9W,5.0,1168387200
A1UDZ7QB5QWYW0,B00000DM9W,4.0,1220659200
A1U5Z0F3X7UZUL,B00000DM9W,5.0,1199923200
